"Country or Area","Year","Area","Sex","Age","Marital status","Record Type","Reliability","Source Year","Value","Value Footnotes"
"China","2010","Urban","Female","65 +","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","1170651","1,2"
"China","2010","Urban","Female","65 +","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","17724","1,2"
"China","2010","Rural","Male","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2337631","1,2"
"China","2010","Rural","Male","15 - 19","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","2317307","1,2"
"China","2010","Rural","Male","15 - 19","Married","Census - de jure - complete tabulation","Final figure, complete","2012","20096","1,2"
"China","2010","Rural","Male","15 - 19","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","25","1,2"
"China","2010","Rural","Male","15 - 19","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","203","1,2"
"China","2010","Rural","Male","15 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","26207697","1,2"
"China","2010","Rural","Male","15 +","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","6119256","1,2"
"China","2010","Rural","Male","15 +","Married","Census - de jure - complete tabulation","Final figure, complete","2012","18515258","1,2"
"China","2010","Rural","Male","15 +","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","1200480","1,2"
"China","2010","Rural","Male","15 +","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","372703","1,2"
"China","2010","Rural","Male","20 - 24","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2600629","1,2"
"China","2010","Rural","Male","20 - 24","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","1999028","1,2"
"China","2010","Rural","Male","20 - 24","Married","Census - de jure - complete tabulation","Final figure, complete","2012","592935","1,2"
"China","2010","Rural","Male","20 - 24","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","653","1,2"
"China","2010","Rural","Male","20 - 24","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","8013","1,2"
"China","2010","Rural","Male","25 - 29","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2027220","1,2"
"China","2010","Rural","Male","25 - 29","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","630759","1,2"
"China","2010","Rural","Male","25 - 29","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1365218","1,2"
"China","2010","Rural","Male","25 - 29","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","2441","1,2"
"China","2010","Rural","Male","25 - 29","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","28802","1,2"
"China","2010","Rural","Male","30 - 34","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1967672","1,2"
"China","2010","Rural","Male","30 - 34","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","269001","1,2"
"China","2010","Rural","Male","30 - 34","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1644740","1,2"
"China","2010","Rural","Male","30 - 34","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","5972","1,2"
"China","2010","Rural","Male","30 - 34","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","47959","1,2"
"China","2010","Rural","Male","35 - 39","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2564051","1,2"
"China","2010","Rural","Male","35 - 39","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","212229","1,2"
"China","2010","Rural","Male","35 - 39","Married","Census - de jure - complete tabulation","Final figure, complete","2012","2271006","1,2"
"China","2010","Rural","Male","35 - 39","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","14881","1,2"
"China","2010","Rural","Male","35 - 39","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","65935","1,2"
"China","2010","Rural","Male","40 - 44","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2964479","1,2"
"China","2010","Rural","Male","40 - 44","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","163828","1,2"
"China","2010","Rural","Male","40 - 44","Married","Census - de jure - complete tabulation","Final figure, complete","2012","2699749","1,2"
"China","2010","Rural","Male","40 - 44","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","33483","1,2"
"China","2010","Rural","Male","40 - 44","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","67419","1,2"
"China","2010","Rural","Male","45 - 49","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2542509","1,2"
"China","2010","Rural","Male","45 - 49","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","109044","1,2"
"China","2010","Rural","Male","45 - 49","Married","Census - de jure - complete tabulation","Final figure, complete","2012","2339531","1,2"
"China","2010","Rural","Male","45 - 49","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","45376","1,2"
"China","2010","Rural","Male","45 - 49","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","48558","1,2"
"China","2010","Rural","Male","50 - 54","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2004027","1,2"
"China","2010","Rural","Male","50 - 54","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","91292","1,2"
"China","2010","Rural","Male","50 - 54","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1816358","1,2"
"China","2010","Rural","Male","50 - 54","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","64357","1,2"
"China","2010","Rural","Male","50 - 54","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","32020","1,2"
"China","2010","Rural","Male","55 - 59","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2242024","1,2"
"China","2010","Rural","Male","55 - 59","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","107243","1,2"
"China","2010","Rural","Male","55 - 59","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1992892","1,2"
"China","2010","Rural","Male","55 - 59","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","112840","1,2"
"China","2010","Rural","Male","55 - 59","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","29049","1,2"
"China","2010","Rural","Male","60 - 64","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1696576","1,2"
"China","2010","Rural","Male","60 - 64","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","82573","1,2"
"China","2010","Rural","Male","60 - 64","Married","Census - de jure - complete tabulation","Final figure, complete","2012","1454673","1,2"
"China","2010","Rural","Male","60 - 64","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","140946","1,2"
"China","2010","Rural","Male","60 - 64","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","18384","1,2"
"China","2010","Rural","Male","65 +","Total","Census - de jure - complete tabulation","Final figure, complete","2012","3260879","1,2"
"China","2010","Rural","Male","65 +","Single (never married)","Census - de jure - complete tabulation","Final figure, complete","2012","136952","1,2"
"China","2010","Rural","Male","65 +","Married","Census - de jure - complete tabulation","Final figure, complete","2012","2318060","1,2"
"China","2010","Rural","Male","65 +","Widowed and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","779506","1,2"
"China","2010","Rural","Male","65 +","Divorced and not remarried","Census - de jure - complete tabulation","Final figure, complete","2012","26361","1,2"
"China","2010","Rural","Female","15 - 19","Total","Census - de jure - complete tabulation","Final figure, complete","2012","2103094","1,2"
